run_id,dataset,driver_hash,step_hash,action,candidate_type,freight_direct_net,route_segment_value,terminal_value,macro_task_repair_value,predicted_marginal_preference_cost,broken_macro_task_cost,lost_repair_window_cost,time_cost,query_cost,reposition_cost,execution_risk,low_confidence_risk,final_score,chosen_flag,why_not_chosen,wait_reason,query_k,query_minutes,macro_payload,notes
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,40be12ba0989,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-35.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":8,""macro_started_count"":8,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":8}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,40be12ba0989,wait,take_order,59.16,0.0,0.0,0.0,16246.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-26075.93,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":8,""macro_started_count"":8,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":8}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,40be12ba0989,wait,take_order,18.78,0.0,0.0,0.0,20406.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-30322.49,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":8,""macro_started_count"":8,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":8}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,40be12ba0989,wait,take_order,102.63,0.0,0.0,0.0,21046.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-30857.21,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":8,""macro_started_count"":8,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":8}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,40be12ba0989,wait,take_order,547.15,0.0,0.0,0.0,25006.2,-0.0,-0.0,3.12,-0.0,0.0,-0.0,0.15,-34208.32,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":8,""macro_started_count"":8,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":8}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,34930f56675d,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,daily_rest_guard,0,0,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,f32260f2a27d,take_order,take_order,528.23,0.0,0.0,0.0,6.2,-0.0,-0.0,14.88,-0.0,0.0,-0.0,0.15,713.1,True,,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,f32260f2a27d,take_order,take_order,368.19,0.0,0.0,0.0,6.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,601.98,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,f32260f2a27d,take_order,take_order,391.79,0.0,0.0,0.0,6.2,-0.0,-0.0,5.04,-0.0,0.0,-0.0,0.15,567.31,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,f32260f2a27d,take_order,take_order,386.1,0.0,0.0,0.0,6.2,-0.0,-0.0,18.24,-0.0,0.0,-0.0,0.15,496.14,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,f32260f2a27d,take_order,take_order,291.14,0.0,0.0,0.0,6.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,482.5,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,9273b9a06511,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,9273b9a06511,wait,take_order,-51.67,0.0,0.0,0.0,15126.2,-0.0,-0.0,-0.0,-0.0,0.0,1171.42,0.15,-26373.38,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,9273b9a06511,wait,take_order,484.18,0.0,0.0,0.0,25006.2,-0.0,-0.0,18.32,-0.0,0.0,605.3,0.15,-34926.74,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,9273b9a06511,wait,take_order,111.95,0.0,0.0,0.0,25006.2,-0.0,-0.0,7.68,-0.0,0.0,928.43,0.15,-35778.72,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,9273b9a06511,wait,take_order,57.0,0.0,0.0,0.0,25006.2,-0.0,-0.0,8.64,-0.0,0.0,1009.98,0.15,-35939.55,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,7589b2086750,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-35.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,7589b2086750,wait,take_order,459.49,0.0,0.0,0.0,25006.2,-0.0,-0.0,12.8,-0.0,0.0,-0.0,0.15,-34337.6,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,7589b2086750,wait,take_order,484.18,0.0,0.0,0.0,25006.2,-0.0,-0.0,18.32,-0.0,0.0,605.3,0.15,-34932.14,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,7589b2086750,wait,take_order,301.95,0.0,0.0,0.0,25006.2,-0.0,-0.0,1053.44,-0.0,0.0,-0.0,0.15,-35646.64,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,7589b2086750,wait,take_order,556.45,0.0,0.0,0.0,25006.2,-0.0,-0.0,463.6,-0.0,0.0,1187.91,0.15,-35903.33,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":9,""macro_started_count"":9,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":9}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,bb802e06105c,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,daily_rest_guard,0,0,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,26086e7ed8ce,take_order,take_order,459.49,0.0,0.0,0.0,6.2,-0.0,-0.0,10.88,-0.0,0.0,-0.0,0.15,651.04,True,,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,26086e7ed8ce,take_order,take_order,397.15,0.0,0.0,0.0,6.2,-0.0,-0.0,7.76,-0.0,0.0,-0.0,0.15,553.99,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,26086e7ed8ce,take_order,take_order,251.79,0.0,0.0,0.0,6.2,-0.0,-0.0,12.08,-0.0,0.0,-0.0,0.15,334.88,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,26086e7ed8ce,take_order,take_order,815.98,0.0,0.0,0.0,6.2,-0.0,-0.0,835.28,-0.0,0.0,-0.0,0.15,214.63,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,26086e7ed8ce,take_order,take_order,732.26,0.0,0.0,0.0,6.2,-0.0,-0.0,835.28,-0.0,0.0,-0.0,0.15,110.44,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,d3716eb84013,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,d3716eb84013,wait,take_order,-75.38,0.0,0.0,0.0,20086.2,-0.0,-0.0,2.48,-0.0,0.0,1509.06,0.15,-31651.87,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,d3716eb84013,wait,take_order,169.42,0.0,0.0,0.0,22406.2,-0.0,-0.0,4.8,-0.0,0.0,-0.0,0.15,-32109.62,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,d3716eb84013,wait,take_order,165.27,0.0,0.0,0.0,22006.2,-0.0,-0.0,4.4,-0.0,0.0,1775.25,0.15,-33537.78,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,d3716eb84013,wait,take_order,470.38,0.0,0.0,0.0,25006.2,-0.0,-0.0,9.12,-0.0,0.0,-0.0,0.15,-34298.22,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,da2e454ee087,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-35.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,da2e454ee087,wait,take_order,390.95,0.0,0.0,0.0,25006.2,-0.0,-0.0,9.68,-0.0,0.0,246.33,0.15,-34663.88,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,da2e454ee087,wait,take_order,169.42,0.0,0.0,0.0,25006.2,-0.0,-0.0,4.8,-0.0,0.0,-0.0,0.15,-34715.02,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,da2e454ee087,wait,take_order,129.56,0.0,0.0,0.0,25006.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-34758.22,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,da2e454ee087,wait,take_order,278.67,0.0,0.0,0.0,25006.2,-0.0,-0.0,706.0,-0.0,0.0,-0.0,0.15,-35343.19,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":10,""macro_started_count"":10,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":10}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,5c4a538c5ddb,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,daily_rest_guard,0,0,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,238178dd91a9,take_order,take_order,353.42,0.0,0.0,0.0,6.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,664.54,True,,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,238178dd91a9,take_order,take_order,287.93,0.0,0.0,0.0,6.2,-0.0,-0.0,14.32,-0.0,0.0,-0.0,0.15,389.87,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,238178dd91a9,take_order,take_order,390.95,0.0,0.0,0.0,6.2,-0.0,-0.0,9.68,-0.0,0.0,246.33,0.15,314.46,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,238178dd91a9,take_order,take_order,659.76,0.0,0.0,0.0,6.2,-0.0,-0.0,10.56,-0.0,0.0,614.46,0.15,300.86,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,238178dd91a9,take_order,take_order,169.42,0.0,0.0,0.0,6.2,-0.0,-0.0,4.8,-0.0,0.0,-0.0,0.15,263.32,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,5d61487612f4,take_order,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,lower_delta_mpc_score_or_no_macro_commitment,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,5d61487612f4,take_order,take_order,287.37,0.0,0.0,0.0,6.2,-0.0,-0.0,5.36,-0.0,0.0,1342.09,0.15,-932.43,True,,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,5d61487612f4,take_order,take_order,161.08,0.0,0.0,0.0,6.2,-0.0,-0.0,5.36,-0.0,0.0,1576.04,0.15,-1288.08,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,5d61487612f4,take_order,take_order,210.02,0.0,0.0,0.0,6.2,-0.0,-0.0,4.88,-0.0,0.0,1624.23,0.15,-1312.35,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,5d61487612f4,take_order,take_order,165.66,0.0,0.0,0.0,6.2,-0.0,-0.0,1.52,-0.0,0.0,1697.42,0.15,-1440.04,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,70819aadd46a,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,70819aadd46a,wait,take_order,397.12,0.0,0.0,0.0,25006.2,-0.0,-0.0,18.0,-0.0,0.0,411.33,0.15,-34880.1,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,70819aadd46a,wait,take_order,1131.04,0.0,0.0,0.0,25006.2,-0.0,-0.0,908.0,-0.0,0.0,544.07,0.15,-34920.18,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,70819aadd46a,wait,take_order,527.55,0.0,0.0,0.0,25006.2,-0.0,-0.0,253.52,-0.0,0.0,791.07,0.15,-35305.08,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,70819aadd46a,wait,take_order,243.27,0.0,0.0,0.0,25006.2,-0.0,-0.0,0.96,-0.0,0.0,754.19,0.15,-35350.29,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":11,""macro_started_count"":11,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":11}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,968a584d2b68,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,daily_rest_guard,0,0,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":12,""macro_started_count"":12,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":12}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,9a56951cb182,take_order,take_order,377.14,0.0,0.0,0.0,6.2,-0.0,-0.0,11.12,-0.0,0.0,261.84,0.15,253.8,True,,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":12,""macro_started_count"":12,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":12}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,9a56951cb182,take_order,take_order,1131.04,0.0,0.0,0.0,6.2,-0.0,-0.0,908.0,-0.0,0.0,544.07,0.15,77.42,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":12,""macro_started_count"":12,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":12}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,9a56951cb182,take_order,take_order,165.41,0.0,0.0,0.0,6.2,-0.0,-0.0,0.8,-0.0,0.0,272.4,0.15,-27.38,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":12,""macro_started_count"":12,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":12}",runtime_top5_decomposition
